listing_id,bedrooms,bathrooms,accommodates,room_type,neighborhood,description,price
listing1767,3,3,7,Entire home/apt,Downtown,Recently renovated. parking available nearby. modern finishes throughout. quiet street. high-end appliances.,314.45
listing1768,1,1,3,Entire home/apt,Suburb,Spacious and bright. close to public transit. quiet street. walk to great restaurants.,206.45
listing1769,2,3,3,Entire home/apt,Downtown,Easy check-in process. private rooftop access. five-star concierge service. marble bathroom and premium linens.,321.74
listing1770,4,1,5,Entire home/apt,Downtown,Marble bathroom and premium linens. great for a short stay. stunning skyline view. five-star concierge service. close to public transit.,321.52
listing1771,5,1,6,Private room,Uptown,Recently renovated. spacious and bright. quiet street.,234.69
listing1772,1,1,3,Entire home/apt,Suburb,"Great for a short stay. no frills stay. responsive host. thin walls, budget option. basic amenities.",122.41
listing1773,4,2,5,Private room,Suburb,Recently renovated. walk to great restaurants. quiet street.,184.59
listing1774,5,1,6,Entire home/apt,Waterfront,Walk to great restaurants. quiet street. high-end appliances.,330.77
listing1775,5,2,6,Entire home/apt,Waterfront,Modern finishes throughout. parking available nearby. high-end appliances.,334.67
listing1776,3,1,7,Entire home/apt,Waterfront,Great for a short stay. close to public transit. basic amenities. no frills stay.,210.89
listing1777,1,1,3,Private room,Waterfront,Basic amenities. shared bathroom down the hall. responsive host. no frills stay.,118.06
listing1778,2,2,5,Private room,Downtown,Stunning skyline view. quiet street. marble bathroom and premium linens. designer furnished.,249.24
listing1779,5,3,6,Entire home/apt,Waterfront,Basic amenities. shared bathroom down the hall. close to public transit. a bit dated but functional.,274.12
listing1780,5,3,6,Private room,Suburb,Easy check-in process. standard kitchen and bath. comfortable and clean. close to public transit.,183.45
listing1781,4,2,5,Entire home/apt,Uptown,Reliable wifi. great for a short stay. parking available nearby. well maintained.,261.83
listing1782,1,1,2,Entire home/apt,Waterfront,"Parking available nearby. thin walls, budget option. quiet street. no frills stay.",170.51
listing1783,1,3,3,Entire home/apt,Uptown,"No frills stay. shared bathroom down the hall. thin walls, budget option. parking available nearby. quiet street.",165.95
listing1784,3,3,7,Shared room,Uptown,Five-star concierge service. responsive host. designer furnished. marble bathroom and premium linens. close to public transit.,241.71
listing1785,3,3,7,Private room,Downtown,High-end appliances. walk to great restaurants. quiet street.,247.55
listing1786,1,3,2,Private room,Waterfront,Quiet street. easy check-in process. five-star concierge service. stunning skyline view.,262.19
listing1787,4,3,5,Entire home/apt,Suburb,Comfortable and clean. convenient location. easy check-in process. well maintained. quiet street.,239.77
listing1788,3,3,7,Entire home/apt,Downtown,No frills stay. shared bathroom down the hall. easy check-in process. responsive host.,245.24
listing1789,1,2,2,Private room,Uptown,Well maintained. easy check-in process. comfortable and clean. quiet street.,123.27
listing1790,1,2,2,Entire home/apt,Downtown,Convenient location. responsive host. parking available nearby. reliable wifi. comfortable and clean.,184.44
listing1791,3,1,4,Shared room,Downtown,Shared bathroom down the hall. basic amenities. close to public transit.,104.49
listing1792,4,1,5,Private room,Suburb,Walk to great restaurants. great for a short stay. easy check-in process. recently renovated. high-end appliances.,184.54
listing1793,5,3,11,Entire home/apt,Uptown,Responsive host. five-star concierge service. marble bathroom and premium linens. designer furnished.,380.29
listing1794,3,3,7,Private room,Uptown,Great for a short stay. standard kitchen and bath. well maintained. comfortable and clean.,169.23
listing1795,2,3,3,Shared room,Downtown,Quiet street. well maintained. standard kitchen and bath. reliable wifi.,120.53
listing1796,5,1,11,Entire home/apt,Suburb,Standard kitchen and bath. responsive host. close to public transit. reliable wifi. convenient location.,237.84
listing1797,3,2,4,Private room,Downtown,Shared bathroom down the hall. no frills stay. basic amenities. close to public transit.,146.92
listing1798,2,1,3,Shared room,Waterfront,Easy check-in process. reliable wifi. well maintained. convenient location.,132.17
listing1799,3,3,4,Entire home/apt,Downtown,Standard kitchen and bath. quiet street. reliable wifi.,245.48
listing1800,1,1,3,Private room,Downtown,Responsive host. reliable wifi. easy check-in process. standard kitchen and bath. well maintained.,130.95
listing1801,2,1,5,Entire home/apt,Waterfront,Convenient location. parking available nearby. comfortable and clean. close to public transit. well maintained.,225.79
listing1802,3,2,7,Private room,Downtown,High-end appliances. modern finishes throughout. close to public transit. easy check-in process.,245.09
listing1803,5,3,6,Private room,Waterfront,"Thin walls, budget option. great for a short stay. responsive host. basic amenities.",212.06
listing1804,4,3,5,Private room,Downtown,Basic amenities. shared bathroom down the hall. parking available nearby. great for a short stay.,190.36
listing1805,4,1,9,Entire home/apt,Waterfront,"Thin walls, budget option. great for a short stay. basic amenities.",255.44
listing1806,3,1,4,Private room,Suburb,Shared bathroom down the hall. responsive host. quiet street. no frills stay.,78.18
listing1807,1,1,2,Entire home/apt,Waterfront,Comfortable and clean. standard kitchen and bath. convenient location. quiet street. responsive host.,199.91
listing1808,2,1,5,Entire home/apt,Downtown,Recently renovated. modern finishes throughout. responsive host.,246.17
listing1809,5,2,11,Entire home/apt,Waterfront,Responsive host. recently renovated. spacious and bright. high-end appliances. easy check-in process.,357.7
listing1810,1,1,2,Private room,Suburb,Comfortable and clean. reliable wifi. easy check-in process. responsive host.,72.06
listing1811,5,1,6,Entire home/apt,Downtown,Reliable wifi. easy check-in process. standard kitchen and bath.,283.58
listing1812,4,2,9,Entire home/apt,Downtown,"Basic amenities. no frills stay. thin walls, budget option. quiet street.",236.89
listing1813,2,1,3,Private room,Suburb,Convenient location. great for a short stay. quiet street. comfortable and clean. well maintained.,103.18
listing1814,4,1,5,Entire home/apt,Downtown,Easy check-in process. standard kitchen and bath. great for a short stay. convenient location.,263.87
listing1815,5,1,6,Entire home/apt,Waterfront,Quiet street. high-end appliances. modern finishes throughout. responsive host. spacious and bright.,339.89
listing1816,1,1,2,Entire home/apt,Suburb,Well maintained. reliable wifi. standard kitchen and bath. close to public transit.,136.83
listing1817,1,2,3,Entire home/apt,Downtown,A bit dated but functional. close to public transit. basic amenities. easy check-in process. no frills stay.,175.21
listing1818,4,3,9,Private room,Waterfront,Parking available nearby. close to public transit. well maintained. comfortable and clean. standard kitchen and bath.,240.21
listing1819,5,3,11,Entire home/apt,Waterfront,"Responsive host. shared bathroom down the hall. great for a short stay. thin walls, budget option. no frills stay.",317.57
listing1820,1,1,2,Entire home/apt,Uptown,Close to public transit. designer furnished. easy check-in process. private rooftop access. stunning skyline view.,243.22
listing1821,4,1,5,Shared room,Suburb,Shared bathroom down the hall. a bit dated but functional. great for a short stay.,81.07
listing1822,1,2,3,Private room,Downtown,Great for a short stay. shared bathroom down the hall. responsive host. a bit dated but functional.,143.65
listing1823,4,2,5,Private room,Uptown,"Close to public transit. thin walls, budget option. no frills stay. a bit dated but functional.",148.72
listing1824,4,3,9,Private room,Suburb,High-end appliances. easy check-in process. walk to great restaurants. recently renovated.,200.31
listing1825,1,3,3,Shared room,Downtown,Well maintained. great for a short stay. close to public transit. convenient location. comfortable and clean.,118.01
listing1826,4,2,5,Entire home/apt,Suburb,Standard kitchen and bath. well maintained. easy check-in process. convenient location. close to public transit.,188.77
listing1827,5,1,11,Private room,Downtown,Standard kitchen and bath. responsive host. comfortable and clean.,236.89
listing1828,5,1,11,Private room,Uptown,"No frills stay. responsive host. thin walls, budget option.",193.72
listing1829,1,1,2,Entire home/apt,Downtown,Spacious and bright. recently renovated. great for a short stay. quiet street. walk to great restaurants.,220.06
listing1830,2,1,5,Entire home/apt,Waterfront,Easy check-in process. a bit dated but functional. shared bathroom down the hall.,195.35
listing1831,2,3,3,Entire home/apt,Suburb,"Basic amenities. responsive host. shared bathroom down the hall. thin walls, budget option.",169.08
listing1832,3,1,7,Private room,Suburb,Standard kitchen and bath. parking available nearby. comfortable and clean. reliable wifi.,116.0
listing1833,1,3,3,Private room,Suburb,"Thin walls, budget option. great for a short stay. no frills stay. basic amenities.",59.14
listing1834,5,2,6,Private room,Waterfront,"Shared bathroom down the hall. easy check-in process. parking available nearby. thin walls, budget option. no frills stay.",201.26
listing1835,4,2,9,Entire home/apt,Suburb,Parking available nearby. modern finishes throughout. recently renovated. close to public transit. spacious and bright.,268.97
listing1836,5,2,6,Entire home/apt,Uptown,Quiet street. comfortable and clean. responsive host. well maintained.,265.47
listing1837,1,3,3,Entire home/apt,Suburb,Basic amenities. shared bathroom down the hall. no frills stay. close to public transit. parking available nearby.,124.83
listing1838,1,1,3,Entire home/apt,Waterfront,Parking available nearby. well maintained. convenient location. standard kitchen and bath. quiet street.,207.57
listing1839,5,1,11,Shared room,Suburb,Close to public transit. modern finishes throughout. walk to great restaurants.,202.21
listing1840,2,2,5,Private room,Downtown,"Thin walls, budget option. basic amenities. close to public transit.",142.59
listing1841,4,2,5,Shared room,Uptown,Close to public transit. a bit dated but functional. shared bathroom down the hall. responsive host. no frills stay.,129.4
listing1842,5,2,11,Private room,Waterfront,Parking available nearby. quiet street. comfortable and clean. reliable wifi.,256.48
listing1843,1,3,2,Shared room,Downtown,Comfortable and clean. reliable wifi. responsive host.,103.64
listing1844,1,2,3,Entire home/apt,Downtown,Private rooftop access. designer furnished. easy check-in process. stunning skyline view.,300.91
listing1845,1,1,2,Entire home/apt,Suburb,Great for a short stay. comfortable and clean. standard kitchen and bath. reliable wifi.,142.03
listing1846,1,1,3,Entire home/apt,Uptown,"Thin walls, budget option. no frills stay. basic amenities. great for a short stay.",143.0
listing1847,1,3,2,Entire home/apt,Downtown,Reliable wifi. responsive host. convenient location.,223.58
listing1848,5,1,11,Entire home/apt,Uptown,Parking available nearby. convenient location. easy check-in process. reliable wifi.,270.37
listing1849,4,2,5,Entire home/apt,Uptown,"No frills stay. quiet street. thin walls, budget option. basic amenities.",233.21
listing1850,5,2,11,Shared room,Waterfront,Quiet street. well maintained. standard kitchen and bath. easy check-in process. convenient location.,246.33
listing1851,5,3,6,Entire home/apt,Suburb,A bit dated but functional. great for a short stay. no frills stay. easy check-in process. shared bathroom down the hall.,233.03
listing1852,5,3,6,Shared room,Suburb,Recently renovated. great for a short stay. high-end appliances. walk to great restaurants.,192.23
listing1853,2,2,3,Private room,Waterfront,Quiet street. recently renovated. spacious and bright.,181.76
listing1854,2,1,3,Private room,Waterfront,Close to public transit. comfortable and clean. standard kitchen and bath. responsive host.,170.95
listing1855,5,2,11,Private room,Uptown,Easy check-in process. designer furnished. marble bathroom and premium linens. stunning skyline view.,315.34
listing1856,2,2,3,Entire home/apt,Suburb,Responsive host. five-star concierge service. marble bathroom and premium linens. stunning skyline view.,259.06
listing1857,1,1,2,Private room,Downtown,Shared bathroom down the hall. quiet street. easy check-in process. basic amenities.,110.08
listing1858,4,2,5,Entire home/apt,Downtown,Reliable wifi. parking available nearby. convenient location. standard kitchen and bath.,256.66
listing1859,5,1,6,Shared room,Suburb,Reliable wifi. well maintained. easy check-in process. convenient location.,138.91
listing1860,5,2,11,Entire home/apt,Suburb,Parking available nearby. quiet street. shared bathroom down the hall. no frills stay. a bit dated but functional.,240.3
listing1861,5,3,11,Entire home/apt,Uptown,Parking available nearby. standard kitchen and bath. reliable wifi.,285.64
listing1862,1,3,2,Private room,Waterfront,Convenient location. reliable wifi. standard kitchen and bath. easy check-in process.,154.69
listing1863,4,1,9,Private room,Uptown,Designer furnished. private rooftop access. great for a short stay.,291.07
listing1864,5,3,11,Entire home/apt,Uptown,Convenient location. parking available nearby. reliable wifi. responsive host. well maintained.,301.53
listing1865,4,1,9,Private room,Downtown,Easy check-in process. walk to great restaurants. recently renovated.,262.97
listing1866,5,2,11,Entire home/apt,Downtown,Great for a short stay. standard kitchen and bath. easy check-in process. well maintained. reliable wifi.,322.6
listing1867,5,1,11,Private room,Uptown,"Thin walls, budget option. close to public transit. basic amenities. a bit dated but functional.",184.09
listing1868,3,1,4,Entire home/apt,Uptown,Recently renovated. quiet street. high-end appliances.,226.96
listing1869,1,1,3,Entire home/apt,Uptown,"Great for a short stay. no frills stay. basic amenities. thin walls, budget option.",131.73
listing1870,3,1,4,Entire home/apt,Downtown,"Parking available nearby. thin walls, budget option. basic amenities.",214.16
listing1871,2,3,3,Entire home/apt,Suburb,Reliable wifi. comfortable and clean. close to public transit.,169.4
listing1872,1,1,3,Entire home/apt,Waterfront,Responsive host. spacious and bright. recently renovated. walk to great restaurants. quiet street.,241.08
listing1873,1,2,2,Entire home/apt,Suburb,Reliable wifi. easy check-in process. responsive host. convenient location.,160.06
listing1874,4,3,9,Entire home/apt,Downtown,"Great for a short stay. basic amenities. a bit dated but functional. thin walls, budget option.",280.63
listing1875,3,3,7,Entire home/apt,Waterfront,Standard kitchen and bath. parking available nearby. comfortable and clean. well maintained. quiet street.,270.1
listing1876,3,3,7,Entire home/apt,Suburb,"No frills stay. thin walls, budget option. parking available nearby. close to public transit.",184.28
listing1877,4,1,5,Entire home/apt,Uptown,"Basic amenities. thin walls, budget option. parking available nearby. shared bathroom down the hall.",206.37
listing1878,3,3,4,Private room,Downtown,Great for a short stay. comfortable and clean. standard kitchen and bath.,194.21
listing1879,4,2,5,Shared room,Downtown,Parking available nearby. a bit dated but functional. basic amenities. shared bathroom down the hall. quiet street.,145.15
listing1880,1,1,3,Entire home/apt,Downtown,Parking available nearby. convenient location. comfortable and clean. close to public transit. reliable wifi.,207.59
listing1881,5,2,6,Shared room,Uptown,Comfortable and clean. convenient location. reliable wifi. close to public transit.,169.41
listing1882,3,3,7,Entire home/apt,Uptown,Walk to great restaurants. quiet street. recently renovated. close to public transit.,288.44
listing1883,1,2,2,Entire home/apt,Downtown,Quiet street. well maintained. convenient location. reliable wifi. easy check-in process.,206.34
listing1884,5,1,6,Private room,Waterfront,Well maintained. responsive host. standard kitchen and bath. quiet street. reliable wifi.,219.2
listing1885,4,3,5,Private room,Downtown,Parking available nearby. basic amenities. a bit dated but functional.,192.08
listing1886,1,3,2,Private room,Uptown,Stunning skyline view. designer furnished. parking available nearby.,217.79
listing1887,1,3,2,Entire home/apt,Waterfront,Basic amenities. no frills stay. shared bathroom down the hall. great for a short stay.,200.47
listing1888,1,3,2,Private room,Downtown,"Thin walls, budget option. basic amenities. close to public transit.",118.33
listing1889,2,3,5,Entire home/apt,Downtown,Well maintained. reliable wifi. close to public transit. great for a short stay.,245.52
listing1890,1,2,3,Entire home/apt,Downtown,"Shared bathroom down the hall. thin walls, budget option. great for a short stay. a bit dated but functional.",167.41
listing1891,4,1,9,Entire home/apt,Downtown,No frills stay. basic amenities. responsive host.,235.43
listing1892,3,2,4,Shared room,Uptown,Shared bathroom down the hall. great for a short stay. close to public transit. a bit dated but functional.,119.69
listing1893,5,1,6,Entire home/apt,Downtown,Responsive host. convenient location. standard kitchen and bath.,286.63
listing1894,4,2,9,Private room,Downtown,Reliable wifi. responsive host. convenient location. quiet street.,205.72
listing1895,4,2,9,Private room,Suburb,Quiet street. recently renovated. spacious and bright.,215.17
listing1896,3,3,7,Private room,Suburb,Close to public transit. spacious and bright. parking available nearby. modern finishes throughout.,168.51
listing1897,1,1,2,Private room,Downtown,Standard kitchen and bath. comfortable and clean. easy check-in process.,119.11
listing1898,1,1,2,Private room,Uptown,Close to public transit. stunning skyline view. private rooftop access. parking available nearby.,207.53
listing1899,4,3,9,Entire home/apt,Uptown,Spacious and bright. high-end appliances. walk to great restaurants. quiet street. great for a short stay.,311.5
listing1900,1,1,3,Entire home/apt,Suburb,Recently renovated. high-end appliances. walk to great restaurants. close to public transit.,191.41
listing1901,1,2,3,Private room,Suburb,Spacious and bright. modern finishes throughout. quiet street.,98.8
listing1902,2,3,5,Entire home/apt,Downtown,Easy check-in process. well maintained. quiet street. standard kitchen and bath.,236.29
listing1903,5,2,6,Entire home/apt,Downtown,Parking available nearby. comfortable and clean. convenient location.,293.06
listing1904,3,2,7,Entire home/apt,Uptown,Comfortable and clean. parking available nearby. standard kitchen and bath. convenient location.,242.58
listing1905,4,3,9,Entire home/apt,Suburb,Close to public transit. a bit dated but functional. shared bathroom down the hall. great for a short stay. no frills stay.,229.55
listing1906,3,2,7,Entire home/apt,Suburb,Responsive host. reliable wifi. comfortable and clean. convenient location.,209.48
listing1907,1,3,3,Entire home/apt,Downtown,"A bit dated but functional. close to public transit. no frills stay. thin walls, budget option.",183.01
listing1908,2,2,3,Shared room,Waterfront,"Thin walls, budget option. responsive host. quiet street. no frills stay.",97.01
listing1909,1,1,3,Entire home/apt,Downtown,Designer furnished. private rooftop access. stunning skyline view. parking available nearby.,282.55
listing1910,4,2,5,Shared room,Waterfront,Parking available nearby. high-end appliances. easy check-in process. modern finishes throughout.,211.86
listing1911,1,1,3,Shared room,Suburb,Responsive host. standard kitchen and bath. comfortable and clean. well maintained.,37.83
listing1912,2,3,3,Entire home/apt,Uptown,Comfortable and clean. parking available nearby. reliable wifi.,199.98
listing1913,5,2,11,Private room,Downtown,Close to public transit. reliable wifi. responsive host. comfortable and clean.,262.1
listing1914,3,2,7,Private room,Waterfront,Recently renovated. modern finishes throughout. quiet street. walk to great restaurants.,238.75
listing1915,3,2,4,Private room,Uptown,Easy check-in process. parking available nearby. walk to great restaurants. spacious and bright.,202.64
listing1916,3,2,4,Entire home/apt,Suburb,Reliable wifi. standard kitchen and bath. easy check-in process.,193.84
listing1917,4,1,9,Entire home/apt,Uptown,Easy check-in process. well maintained. convenient location. standard kitchen and bath. responsive host.,231.51
listing1918,2,1,3,Entire home/apt,Suburb,Well maintained. convenient location. quiet street. easy check-in process.,179.23
listing1919,4,2,9,Private room,Downtown,Recently renovated. walk to great restaurants. close to public transit. great for a short stay.,231.93
listing1920,5,1,11,Shared room,Downtown,Marble bathroom and premium linens. stunning skyline view. private rooftop access. easy check-in process.,292.34
listing1921,3,3,7,Private room,Uptown,Standard kitchen and bath. comfortable and clean. great for a short stay. close to public transit. reliable wifi.,181.34
listing1922,3,1,4,Private room,Downtown,Standard kitchen and bath. quiet street. well maintained. convenient location.,172.77
listing1923,1,3,2,Shared room,Downtown,Reliable wifi. quiet street. comfortable and clean. standard kitchen and bath. close to public transit.,112.28
listing1924,2,2,5,Private room,Waterfront,Close to public transit. convenient location. standard kitchen and bath.,153.94
listing1925,5,2,11,Entire home/apt,Downtown,Close to public transit. private rooftop access. five-star concierge service.,389.39
listing1926,3,1,7,Private room,Downtown,Close to public transit. recently renovated. modern finishes throughout.,213.01
listing1927,2,2,3,Entire home/apt,Downtown,Standard kitchen and bath. reliable wifi. easy check-in process. convenient location.,213.72
listing1928,3,3,7,Entire home/apt,Downtown,Easy check-in process. comfortable and clean. reliable wifi. quiet street.,278.64
listing1929,3,1,7,Entire home/apt,Suburb,Standard kitchen and bath. parking available nearby. reliable wifi.,187.44
listing1930,3,1,7,Shared room,Suburb,Shared bathroom down the hall. great for a short stay. quiet street. a bit dated but functional. no frills stay.,85.61
listing1931,4,2,5,Entire home/apt,Downtown,Quiet street. great for a short stay. comfortable and clean. reliable wifi. convenient location.,268.9
listing1932,2,1,5,Entire home/apt,Suburb,Close to public transit. parking available nearby. high-end appliances. modern finishes throughout. walk to great restaurants.,227.53
listing1933,4,1,9,Entire home/apt,Waterfront,Close to public transit. recently renovated. high-end appliances. parking available nearby.,321.4
listing1934,3,2,4,Entire home/apt,Suburb,Easy check-in process. a bit dated but functional. basic amenities.,179.49
listing1935,5,2,11,Entire home/apt,Uptown,Close to public transit. high-end appliances. modern finishes throughout.,326.93
listing1936,1,2,3,Private room,Downtown,High-end appliances. close to public transit. modern finishes throughout.,185.21
listing1937,1,3,2,Private room,Uptown,Comfortable and clean. close to public transit. convenient location. easy check-in process. well maintained.,107.96
listing1938,3,3,7,Entire home/apt,Suburb,Responsive host. standard kitchen and bath. reliable wifi.,190.34
listing1939,3,1,7,Entire home/apt,Waterfront,Convenient location. standard kitchen and bath. quiet street. well maintained. close to public transit.,261.53
listing1940,4,2,9,Entire home/apt,Uptown,Walk to great restaurants. high-end appliances. quiet street.,308.17
listing1941,3,1,4,Entire home/apt,Downtown,Shared bathroom down the hall. responsive host. a bit dated but functional. basic amenities.,210.71
listing1942,5,1,11,Private room,Waterfront,"Great for a short stay. shared bathroom down the hall. thin walls, budget option.",207.7
listing1943,3,1,7,Private room,Suburb,Great for a short stay. reliable wifi. well maintained. convenient location. parking available nearby.,154.88
listing1944,1,2,2,Private room,Uptown,"Thin walls, budget option. basic amenities. parking available nearby. easy check-in process. no frills stay.",80.48
listing1945,1,3,3,Entire home/apt,Waterfront,Well maintained. easy check-in process. standard kitchen and bath. parking available nearby. comfortable and clean.,230.05
listing1946,5,3,6,Private room,Uptown,Great for a short stay. recently renovated. spacious and bright. walk to great restaurants.,261.14
listing1947,1,2,2,Entire home/apt,Uptown,"Quiet street. thin walls, budget option. responsive host. no frills stay.",171.62
listing1948,5,3,11,Entire home/apt,Uptown,Convenient location. comfortable and clean. great for a short stay.,295.2
listing1949,2,1,3,Shared room,Suburb,Easy check-in process. marble bathroom and premium linens. designer furnished. private rooftop access.,160.16
listing1950,1,3,2,Private room,Suburb,Convenient location. quiet street. well maintained. close to public transit. reliable wifi.,83.02
listing1951,2,3,3,Shared room,Uptown,Well maintained. easy check-in process. reliable wifi. parking available nearby. comfortable and clean.,141.63
listing1952,4,1,9,Shared room,Uptown,Standard kitchen and bath. well maintained. quiet street. convenient location.,168.06
listing1953,3,2,4,Private room,Uptown,"Quiet street. shared bathroom down the hall. a bit dated but functional. thin walls, budget option.",135.44
listing1954,4,3,9,Shared room,Downtown,No frills stay. great for a short stay. a bit dated but functional. parking available nearby. basic amenities.,210.4
listing1955,4,2,9,Entire home/apt,Downtown,Modern finishes throughout. high-end appliances. close to public transit.,326.9
listing1956,3,3,7,Entire home/apt,Downtown,Convenient location. well maintained. standard kitchen and bath. parking available nearby. responsive host.,251.37
listing1957,4,3,9,Entire home/apt,Uptown,Parking available nearby. well maintained. standard kitchen and bath.,270.65
listing1958,5,2,6,Entire home/apt,Downtown,A bit dated but functional. easy check-in process. shared bathroom down the hall. close to public transit.,247.3
listing1959,3,1,4,Entire home/apt,Uptown,Walk to great restaurants. parking available nearby. recently renovated.,250.25
listing1960,1,2,3,Entire home/apt,Suburb,"Basic amenities. thin walls, budget option. no frills stay. easy check-in process. great for a short stay.",125.17
listing1961,3,1,7,Private room,Downtown,Recently renovated. modern finishes throughout. easy check-in process. spacious and bright. great for a short stay.,214.96
listing1962,5,2,11,Private room,Waterfront,Comfortable and clean. standard kitchen and bath. easy check-in process. reliable wifi.,237.28
listing1963,2,2,3,Private room,Suburb,Convenient location. quiet street. comfortable and clean. parking available nearby.,132.11
listing1964,5,2,6,Entire home/apt,Waterfront,"A bit dated but functional. parking available nearby. thin walls, budget option.",272.59
listing1965,3,1,7,Private room,Downtown,Responsive host. no frills stay. quiet street. a bit dated but functional.,149.29
listing1966,4,1,9,Entire home/apt,Uptown,Parking available nearby. convenient location. well maintained. easy check-in process.,262.09
listing1967,2,3,3,Entire home/apt,Waterfront,Quiet street. spacious and bright. close to public transit. modern finishes throughout.,288.65
listing1968,5,1,11,Entire home/apt,Uptown,"Basic amenities. thin walls, budget option. no frills stay. easy check-in process. responsive host.",252.31
listing1969,1,1,3,Entire home/apt,Downtown,Convenient location. quiet street. well maintained. standard kitchen and bath.,203.22
listing1970,2,3,3,Entire home/apt,Uptown,Great for a short stay. reliable wifi. well maintained.,214.61
listing1971,3,1,7,Private room,Uptown,Shared bathroom down the hall. easy check-in process. great for a short stay. a bit dated but functional.,140.04
listing1972,3,2,4,Private room,Downtown,Quiet street. reliable wifi. well maintained. great for a short stay. convenient location.,189.04
listing1973,3,1,4,Private room,Waterfront,"A bit dated but functional. thin walls, budget option. easy check-in process.",151.95
listing1974,1,1,2,Entire home/apt,Downtown,Convenient location. parking available nearby. reliable wifi.,188.36
listing1975,2,2,5,Private room,Uptown,"No frills stay. parking available nearby. thin walls, budget option. responsive host.",134.36
listing1976,1,2,3,Private room,Suburb,Convenient location. easy check-in process. quiet street. well maintained.,89.27
listing1977,3,1,7,Entire home/apt,Downtown,Convenient location. great for a short stay. reliable wifi. easy check-in process.,251.7
listing1978,2,1,5,Private room,Waterfront,Convenient location. responsive host. standard kitchen and bath. easy check-in process.,170.97
listing1979,3,1,4,Entire home/apt,Uptown,Comfortable and clean. responsive host. reliable wifi. standard kitchen and bath. parking available nearby.,207.69
listing1980,3,2,4,Entire home/apt,Uptown,Parking available nearby. responsive host. stunning skyline view. private rooftop access. marble bathroom and premium linens.,305.31
listing1981,4,3,5,Entire home/apt,Suburb,Standard kitchen and bath. reliable wifi. parking available nearby.,227.75
listing1982,3,1,7,Entire home/apt,Uptown,Parking available nearby. high-end appliances. modern finishes throughout. responsive host. walk to great restaurants.,261.09
listing1983,4,1,9,Entire home/apt,Downtown,"Quiet street. thin walls, budget option. shared bathroom down the hall.",225.5
listing1984,3,2,7,Entire home/apt,Suburb,Close to public transit. responsive host. well maintained. reliable wifi.,204.18
listing1985,4,2,5,Entire home/apt,Waterfront,"Shared bathroom down the hall. a bit dated but functional. thin walls, budget option. close to public transit.",250.19
listing1986,4,1,5,Shared room,Waterfront,Reliable wifi. close to public transit. standard kitchen and bath.,192.19
listing1987,2,1,3,Entire home/apt,Downtown,Modern finishes throughout. high-end appliances. close to public transit. spacious and bright.,259.65
listing1988,2,2,3,Entire home/apt,Downtown,Modern finishes throughout. easy check-in process. spacious and bright.,231.81
listing1989,4,2,5,Entire home/apt,Waterfront,Comfortable and clean. well maintained. quiet street.,284.7
listing1990,2,2,5,Private room,Downtown,Parking available nearby. convenient location. reliable wifi. comfortable and clean.,159.3
listing1991,3,1,7,Private room,Downtown,"No frills stay. shared bathroom down the hall. thin walls, budget option. parking available nearby.",157.44
listing1992,1,3,2,Shared room,Suburb,"Thin walls, budget option. no frills stay. shared bathroom down the hall. parking available nearby.",45.83
listing1993,3,2,4,Entire home/apt,Downtown,Easy check-in process. modern finishes throughout. close to public transit. walk to great restaurants.,282.69
listing1994,3,2,7,Entire home/apt,Downtown,"No frills stay. thin walls, budget option. responsive host. great for a short stay. basic amenities.",225.77
listing1995,4,1,5,Private room,Downtown,"Responsive host. thin walls, budget option. a bit dated but functional. easy check-in process. shared bathroom down the hall.",161.73
listing1996,3,3,4,Entire home/apt,Uptown,Marble bathroom and premium linens. responsive host. great for a short stay. five-star concierge service. private rooftop access.,341.13
listing1997,2,3,5,Private room,Waterfront,Stunning skyline view. designer furnished. marble bathroom and premium linens. parking available nearby.,275.76
listing1998,5,1,11,Private room,Suburb,Quiet street. comfortable and clean. great for a short stay. reliable wifi. well maintained.,202.03
listing1999,3,3,7,Entire home/apt,Downtown,Quiet street. great for a short stay. standard kitchen and bath. comfortable and clean. well maintained.,278.28
listing2000,5,3,6,Shared room,Downtown,Responsive host. high-end appliances. walk to great restaurants.,257.0
listing2001,4,1,9,Private room,Uptown,No frills stay. basic amenities. a bit dated but functional. great for a short stay.,136.56
listing2002,3,3,4,Entire home/apt,Uptown,Great for a short stay. convenient location. parking available nearby. reliable wifi.,248.4
listing2003,5,1,6,Entire home/apt,Uptown,Well maintained. reliable wifi. close to public transit. parking available nearby. standard kitchen and bath.,253.51
listing2004,1,1,3,Entire home/apt,Suburb,Parking available nearby. designer furnished. marble bathroom and premium linens.,248.59
listing2005,5,1,11,Private room,Uptown,Five-star concierge service. stunning skyline view. designer furnished. quiet street.,292.33
listing2006,5,2,6,Entire home/apt,Uptown,Recently renovated. modern finishes throughout. responsive host. easy check-in process. walk to great restaurants.,294.78
listing2007,3,2,7,Entire home/apt,Suburb,Responsive host. quiet street. basic amenities. a bit dated but functional.,205.72
listing2008,4,2,5,Private room,Downtown,Convenient location. comfortable and clean. easy check-in process.,190.52
listing2009,3,1,4,Entire home/apt,Suburb,"Shared bathroom down the hall. parking available nearby. thin walls, budget option.",173.75
listing2010,2,1,3,Entire home/apt,Uptown,Modern finishes throughout. easy check-in process. walk to great restaurants.,234.42
listing2011,4,3,9,Private room,Uptown,A bit dated but functional. quiet street. shared bathroom down the hall. no frills stay.,172.96
