transaction_id,amount_usd,hour_of_day,account_age_days,transactions_last_hour,distance_from_home_km,is_anomaly
tx101184,41.01,11,330.0,0,18.72,0
tx101185,142.9,9,1029.0,1,1.08,0
tx101186,24.9,19,1702.0,0,4.0,0
tx101187,44.75,8,284.0,2,0.82,0
tx101188,31.82,17,1298.0,1,3.45,0
tx101189,22.68,18,1478.0,1,1.9,0
tx101190,16.59,10,467.0,0,2.04,0
tx101191,31.27,12,263.0,1,9.74,0
tx101192,28.37,16,1724.0,2,10.82,0
tx101193,29.65,9,1635.0,1,6.72,0
tx101194,35.47,19,1453.0,0,3.59,0
tx101195,56.32,16,1177.0,0,0.58,0
tx101196,20.73,16,859.0,0,3.82,0
tx101197,124.56,9,483.0,2,8.59,0
tx101198,39.21,12,493.0,2,0.93,0
tx101199,14.56,11,742.0,0,17.56,0
tx101200,65.0,9,1485.0,2,3.06,0
tx101201,25.61,21,95.0,0,3.86,0
tx101202,8.03,15,1116.0,2,3.47,0
tx101203,29.14,12,1753.0,1,1.58,0
tx101204,55.9,12,1338.0,1,10.91,0
tx101205,45.56,16,440.0,1,22.74,0
tx101206,51.92,14,1250.0,1,10.13,0
tx101207,34.49,21,1473.0,1,1.69,0
tx101208,25.72,10,305.0,1,1.25,0
tx101209,19.76,18,147.0,0,2.3,0
tx101210,12.9,21,509.0,2,6.22,0
tx101211,14.18,9,561.0,0,11.73,0
tx101212,71.87,21,920.0,0,8.48,0
tx101213,2119.58,7,56.0,6,10.79,1
tx101214,25.14,16,195.0,0,0.83,0
tx101215,13.36,8,138.0,1,21.06,0
tx101216,35.92,14,1914.0,1,1.08,0
tx101217,13.89,19,394.0,1,4.6,0
tx101218,19.7,11,700.0,2,3.26,0
tx101219,64.69,16,1705.0,0,0.52,0
tx101220,40.22,10,1989.0,0,5.81,0
tx101221,90.45,15,799.0,2,3.22,0
tx101222,15.48,14,1060.0,0,1.24,0
tx101223,14.41,7,1922.0,0,10.11,0
tx101224,59.16,9,1246.0,0,3.52,0
tx101225,44.56,16,900.0,2,0.33,0
tx101226,52.25,19,1818.0,1,2.66,0
tx101227,27.65,21,97.0,1,2.91,0
tx101228,37.98,21,732.0,0,4.36,0
tx101229,19.73,8,1911.0,1,10.64,0
tx101230,12.35,2,962.0,0,2.12,0
tx101231,20.65,17,362.0,1,9.06,0
tx101232,96.6,0,728.0,1,3.97,0
tx101233,19.4,2,284.0,1,2.39,0
tx101234,94.14,16,1902.0,0,1.69,0
tx101235,8.36,9,133.0,0,18.69,0
tx101236,39.67,11,47.0,0,6.13,0
tx101237,62.56,12,152.0,2,10.23,0
tx101238,24.21,19,521.0,0,0.74,0
tx101239,90.21,10,465.0,1,2.83,0
tx101240,28.32,21,205.0,1,3.08,0
tx101241,27.34,18,1231.0,0,2.76,0
tx101242,17.8,11,1683.0,1,3.44,0
tx101243,19.95,10,1094.0,2,9.5,0
tx101244,23.08,17,1996.0,1,2.05,0
tx101245,238.04,14,1756.0,1,6.77,0
tx101246,17.28,11,460.0,3,6.53,0
tx101247,47.34,14,316.0,1,3.94,0
tx101248,27.88,23,1382.0,2,6.3,0
tx101249,61.73,11,1431.0,1,0.09,0
tx101250,162.12,3,4.0,2,8.24,1
tx101251,44.97,10,807.0,4,5.74,0
tx101252,57.46,7,992.0,1,12.12,0
tx101253,28.93,16,1701.0,0,0.46,0
tx101254,23.73,20,1101.0,0,7.9,0
tx101255,26.26,9,1518.0,3,9.12,0
tx101256,23.85,22,1522.0,1,2.5,0
tx101257,22.76,13,122.0,0,2.02,0
tx101258,60.19,21,1677.0,2,1.91,0
tx101259,128.03,13,410.0,1,0.33,0
tx101260,40.66,11,486.0,0,0.75,0
tx101261,18.92,14,1908.0,1,1.62,0
tx101262,14.34,18,322.0,0,8.59,0
tx101263,38.34,14,592.0,0,3.17,0
tx101264,25.94,6,796.0,1,3.04,0
tx101265,14.93,1,924.0,0,12.91,0
tx101266,16.66,4,618.0,0,9.3,0
tx101267,88.71,9,1645.0,0,5.6,0
tx101268,41.89,6,1787.0,1,11.84,0
tx101269,9.99,15,1392.0,2,12.33,0
tx101270,136.89,20,798.0,0,8.68,0
tx101271,20.8,11,167.0,0,13.54,0
tx101272,28.09,18,424.0,2,3.39,0
tx101273,32.43,4,560.0,2,17.28,0
tx101274,123.45,20,1046.0,2,1.58,0
tx101275,41.8,19,1228.0,1,1.63,0
tx101276,34.34,20,242.0,1,3.13,0
tx101277,24.78,15,761.0,2,2.18,0
tx101278,77.13,9,1891.0,0,1.82,0
tx101279,42.91,9,757.0,0,7.56,0
tx101280,24.93,17,396.0,1,1.04,0
tx101281,56.17,3,128.0,0,1.15,0
tx101282,25.2,20,872.0,1,9.6,0
tx101283,35.79,21,842.0,1,3.11,0
tx101284,32.4,9,1686.0,1,10.17,0
tx101285,20.78,20,1284.0,0,2.76,0
tx101286,83.4,6,851.0,2,7.89,0
tx101287,13.88,15,485.0,1,10.47,0
tx101288,33.22,16,524.0,0,7.61,0
tx101289,78.46,18,1920.0,1,1.67,0
tx101290,25.95,16,1852.0,0,11.55,0
tx101291,71.31,13,149.0,1,0.88,0
tx101292,42.69,18,1442.0,2,10.97,0
tx101293,19.86,21,1643.0,0,1.21,0
tx101294,44.01,21,331.0,2,0.04,0
tx101295,997.9,4,17.0,13,22.6,1
tx101296,74.2,16,1798.0,1,6.55,0
tx101297,10.11,16,126.0,2,2.8,0
tx101298,80.18,17,259.0,1,10.96,0
tx101299,17.14,15,1791.0,0,0.48,0
tx101300,35.21,0,1249.0,1,1.76,0
tx101301,39.31,15,1544.0,1,1.04,0
tx101302,96.23,10,648.0,0,2.8,0
tx101303,20.02,2,1315.0,0,9.44,0
tx101304,20.45,16,205.0,2,0.9,0
tx101305,12.43,16,1171.0,0,3.36,0
tx101306,19.15,3,781.0,0,9.36,0
tx101307,21.98,10,217.0,1,4.18,0
tx101308,59.24,16,1554.0,1,0.01,0
tx101309,51.35,18,1442.0,2,2.94,0
tx101310,35.9,17,122.0,1,28.5,0
tx101311,22.04,8,342.0,3,4.43,0
tx101312,70.31,14,782.0,0,2.5,0
tx101313,72.51,14,1077.0,0,10.52,0
tx101314,31.8,9,878.0,0,3.04,0
tx101315,15.03,21,1394.0,1,9.67,0
tx101316,47.62,0,643.0,1,3.22,0
tx101317,22.24,23,840.0,4,4.34,0
tx101318,109.42,7,1833.0,0,3.62,0
tx101319,51.24,5,881.0,1,3.72,0
tx101320,34.64,16,375.0,1,2.47,0
tx101321,60.43,16,1114.0,1,9.39,0
tx101322,25.22,10,33.0,1,2.17,0
tx101323,38.67,14,221.0,3,2.81,0
tx101324,43.17,16,331.0,0,5.58,0
tx101325,37.95,15,780.0,1,15.84,0
tx101326,9.06,19,741.0,2,12.57,0
tx101327,20.23,15,713.0,0,6.76,0
tx101328,10.89,14,1095.0,1,1.11,0
tx101329,48.15,13,1262.0,0,0.49,0
tx101330,37.4,18,1643.0,2,0.63,0
tx101331,39.01,8,1509.0,1,0.9,0
tx101332,39.17,17,617.0,2,0.37,0
tx101333,10.71,11,1472.0,0,3.69,0
tx101334,30.69,17,1352.0,0,0.72,0
tx101335,25.27,17,1798.0,0,11.71,0
tx101336,24.1,17,328.0,0,10.55,0
tx101337,38.52,15,1986.0,2,10.04,0
tx101338,14.16,11,1363.0,1,7.41,0
tx101339,50.0,17,279.0,1,0.39,0
tx101340,35.62,15,99.0,3,4.57,0
tx101341,17.85,11,1148.0,0,2.89,0
tx101342,13.26,9,113.0,0,7.41,0
tx101343,51.42,18,637.0,0,8.42,0
tx101344,47.99,11,1553.0,1,2.49,0
tx101345,40.47,18,1302.0,2,0.76,0
tx101346,58.78,16,322.0,0,12.57,0
tx101347,58.85,19,352.0,0,1.43,0
tx101348,31.63,22,1678.0,0,0.45,0
tx101349,31.59,14,689.0,1,3.89,0
tx101350,396.7,1,34.0,9,110.75,1
tx101351,43.23,13,887.0,2,1.76,0
tx101352,14.9,18,941.0,1,2.24,0
tx101353,39.77,16,1307.0,0,16.63,0
tx101354,28.21,14,772.0,0,6.53,0
tx101355,51.04,18,1470.0,0,1.33,0
tx101356,27.93,16,386.0,2,0.61,0
tx101357,52.08,15,523.0,2,25.87,0
tx101358,46.45,23,47.0,0,10.25,0
tx101359,26.51,8,1642.0,1,0.78,0
tx101360,47.67,18,1410.0,1,2.51,0
tx101361,17.39,18,1213.0,2,9.96,0
tx101362,10.7,5,362.0,2,4.66,0
tx101363,33.88,0,495.0,3,1.53,0
tx101364,18.32,8,1198.0,2,1.17,0
tx101365,14.34,13,825.0,2,0.79,0
tx101366,23.0,19,781.0,1,2.43,0
tx101367,29.53,16,1233.0,1,6.64,0
tx101368,38.01,15,1086.0,1,3.11,0
tx101369,27.53,17,1144.0,0,2.5,0
tx101370,14.83,6,1362.0,1,0.74,0
tx101371,33.07,4,533.0,1,0.24,0
tx101372,17.86,8,65.0,0,4.18,0
tx101373,36.39,15,1057.0,1,14.52,0
tx101374,26.01,22,1876.0,3,13.42,0
tx101375,18.73,5,218.0,1,7.67,0
tx101376,29.62,3,1542.0,2,3.97,0
tx101377,4.64,18,704.0,1,0.84,0
tx101378,70.73,17,41.0,2,8.58,0
tx101379,62.65,19,141.0,1,0.37,0
tx101380,19.34,13,1896.0,3,2.53,0
tx101381,26.99,14,1044.0,3,5.81,0
tx101382,100.72,11,1098.0,3,9.32,0
tx101383,26.0,18,368.0,1,9.07,0
tx101384,32.82,21,1708.0,2,3.19,0
tx101385,43.37,15,452.0,0,1.54,0
tx101386,24.93,15,1315.0,1,0.24,0
tx101387,264.46,3,35.0,10,157.99,1
tx101388,16.32,11,506.0,1,0.21,0
tx101389,21.82,15,1586.0,0,18.65,0
tx101390,12.5,17,1477.0,2,2.05,0
tx101391,34.14,23,355.0,1,0.18,0
tx101392,27.3,15,1849.0,1,22.82,0
tx101393,12.81,16,1741.0,1,0.46,0
tx101394,12.18,21,1267.0,1,11.7,0
tx101395,269.14,8,31.0,2,12.93,1
tx101396,20.42,12,624.0,0,0.16,0
tx101397,11.32,21,1359.0,0,1.35,0
tx101398,10.92,20,100.0,1,0.75,0
tx101399,17.82,8,469.0,2,2.16,0
tx101400,18.65,20,1281.0,1,14.83,0
tx101401,37.15,5,363.0,0,4.17,0
tx101402,49.66,19,252.0,1,3.37,0
tx101403,13.92,19,910.0,0,9.21,0
tx101404,13.12,23,159.0,1,1.7,0
tx101405,68.57,18,1827.0,0,7.47,0
tx101406,32.1,10,1702.0,2,0.73,0
tx101407,29.02,15,1497.0,2,33.91,0
tx101408,66.85,20,1060.0,1,8.86,0
tx101409,7.83,8,1622.0,0,4.41,0
tx101410,30.81,11,1956.0,1,6.42,0
tx101411,36.18,1,1572.0,0,5.38,0
tx101412,16.81,7,215.0,0,11.21,0
tx101413,77.46,16,1848.0,1,1.44,0
tx101414,17.44,16,1033.0,4,8.35,0
tx101415,13.28,11,1841.0,2,7.38,0
tx101416,55.11,2,186.0,1,4.49,0
tx101417,24.18,11,817.0,1,10.06,0
tx101418,16.61,15,38.0,2,2.66,0
tx101419,34.51,11,587.0,1,22.38,0
tx101420,30.23,14,351.0,1,8.12,0
tx101421,44.74,18,430.0,0,2.25,0
tx101422,66.8,16,811.0,1,1.3,0
tx101423,37.63,8,649.0,2,2.64,0
tx101424,49.84,14,35.0,1,1.98,0
tx101425,13.57,17,111.0,0,2.2,0
tx101426,6.68,10,1365.0,3,1.66,0
tx101427,19.38,21,1692.0,0,22.53,0
tx101428,26.35,8,250.0,0,5.63,0
tx101429,12.71,7,1181.0,1,0.42,0
tx101430,34.69,19,1109.0,0,2.71,0
tx101431,8.45,12,1570.0,2,1.69,0
tx101432,12.96,14,826.0,0,3.13,0
tx101433,17.69,14,1311.0,3,4.69,0
tx101434,6.42,12,51.0,0,3.5,0
tx101435,16.56,4,1330.0,0,0.85,0
tx101436,87.09,4,657.0,0,3.98,0
tx101437,23.8,19,290.0,1,2.17,0
tx101438,29.09,4,1997.0,0,0.1,0
tx101439,50.52,8,1183.0,0,4.26,0
tx101440,11.21,8,753.0,2,4.77,0
tx101441,172.18,21,500.0,0,1.35,0
tx101442,48.83,8,463.0,1,6.95,0
tx101443,39.54,19,1813.0,1,11.91,0
tx101444,32.39,14,1084.0,0,1.66,0
tx101445,46.11,10,757.0,1,6.85,0
tx101446,23.85,18,183.0,0,3.28,0
tx101447,51.08,16,369.0,2,1.25,0
tx101448,41.92,23,529.0,1,3.78,0
tx101449,13.13,19,1045.0,0,1.86,0
tx101450,9.39,10,1237.0,1,5.14,0
tx101451,34.0,13,1436.0,0,16.28,0
tx101452,29.12,19,1048.0,1,8.11,0
tx101453,22.85,11,496.0,0,3.71,0
tx101454,12.44,13,478.0,3,7.8,0
tx101455,12.5,16,522.0,1,11.6,0
tx101456,41.69,20,52.0,1,4.63,0
tx101457,20.64,20,1254.0,0,2.92,0
tx101458,27.63,14,1597.0,1,10.09,0
tx101459,21.73,11,1015.0,5,3.91,0
tx101460,28.97,11,648.0,1,1.57,0
tx101461,48.77,8,190.0,3,2.16,0
tx101462,40.09,4,1795.0,3,5.69,0
tx101463,40.32,10,1612.0,1,0.2,0
tx101464,26.91,7,182.0,1,5.07,0
tx101465,21.7,19,132.0,1,0.63,0
tx101466,25.54,11,1743.0,0,0.43,0
tx101467,12.08,19,648.0,1,5.52,0
tx101468,108.31,16,1405.0,2,3.47,0
tx101469,72.0,8,1187.0,0,0.2,0
tx101470,385.75,4,41.0,3,33.28,1
tx101471,35.6,8,1564.0,1,3.28,0
tx101472,26.09,1,1701.0,1,18.14,0
tx101473,49.14,8,997.0,0,4.7,0
tx101474,8.04,18,951.0,0,3.35,0
tx101475,21.75,8,839.0,1,2.24,0
tx101476,22.72,19,1441.0,0,10.76,0
tx101477,41.82,21,1970.0,0,0.83,0
tx101478,213.28,10,1730.0,0,4.54,0
tx101479,31.61,17,1128.0,0,4.81,0
tx101480,64.29,16,97.0,1,1.31,0
tx101481,16.25,20,1394.0,1,3.61,0
tx101482,117.5,17,631.0,0,9.25,0
tx101483,36.53,4,844.0,2,1.17,0
tx101484,43.42,19,191.0,2,0.74,0
tx101485,77.71,8,1974.0,0,15.5,0
tx101486,36.49,2,237.0,3,1.11,0
tx101487,74.14,10,316.0,0,7.72,0
tx101488,17.57,21,1959.0,3,1.29,0
tx101489,38.9,15,761.0,0,9.75,0
tx101490,31.54,7,243.0,1,2.17,0
tx101491,58.19,4,628.0,1,0.78,0
tx101492,17.05,8,526.0,0,12.37,0
tx101493,34.01,14,331.0,4,2.83,0
tx101494,26.73,20,663.0,2,4.86,0
tx101495,27.06,18,1328.0,1,6.33,0
tx101496,17.15,15,241.0,1,3.96,0
tx101497,25.66,13,317.0,0,2.78,0
tx101498,25.43,8,1510.0,1,0.16,0
tx101499,41.73,19,263.0,1,9.6,0
tx101500,21.06,10,852.0,2,0.61,0
tx101501,25.65,18,1794.0,1,3.31,0
tx101502,48.95,17,845.0,3,13.77,0
tx101503,39.8,8,1890.0,0,12.08,0
tx101504,31.95,19,1673.0,1,3.18,0
tx101505,32.14,10,864.0,1,0.58,0
tx101506,34.28,23,503.0,0,3.77,0
tx101507,61.5,13,143.0,1,2.88,0
tx101508,146.85,4,52.0,5,0.53,1
tx101509,35.69,17,223.0,1,2.17,0
tx101510,27.48,0,1559.0,0,17.87,0
tx101511,23.27,22,339.0,2,6.78,0
tx101512,46.98,9,1569.0,2,5.27,0
tx101513,23.42,9,662.0,1,1.04,0
tx101514,44.3,10,1358.0,0,9.97,0
tx101515,47.04,17,1696.0,1,2.03,0
tx101516,15.64,10,1818.0,1,6.79,0
tx101517,99.69,10,743.0,2,15.14,0
tx101518,9.8,15,1982.0,0,3.32,0
tx101519,36.08,20,1196.0,3,5.41,0
tx101520,19.94,8,220.0,1,4.11,0
tx101521,114.51,9,1537.0,1,0.64,0
tx101522,38.89,0,375.0,0,1.36,0
tx101523,35.28,10,1937.0,0,1.44,0
tx101524,30.65,9,293.0,0,13.0,0
tx101525,53.39,17,1828.0,1,0.69,0
tx101526,70.25,19,1918.0,0,3.44,0
tx101527,10.61,15,952.0,1,2.47,0
tx101528,14.59,21,1309.0,2,1.73,0
tx101529,32.62,13,61.0,0,3.09,0
tx101530,70.33,17,436.0,2,1.99,0
tx101531,52.28,16,1051.0,1,1.88,0
tx101532,90.17,14,1728.0,0,16.1,0
tx101533,22.8,15,1016.0,0,6.24,0
tx101534,34.57,15,665.0,0,3.66,0
tx101535,18.83,5,1109.0,1,0.23,0
tx101536,9.74,17,996.0,2,0.69,0
tx101537,25.75,12,1426.0,1,0.75,0
tx101538,39.07,9,1896.0,2,3.47,0
tx101539,20.98,3,434.0,2,1.97,0
tx101540,20.61,17,1835.0,0,0.61,0
tx101541,21.47,17,1322.0,1,7.54,0
tx101542,39.54,20,337.0,1,0.75,0
tx101543,70.47,21,1631.0,1,2.54,0
tx101544,24.79,2,1306.0,1,12.41,0
tx101545,33.94,19,577.0,1,12.77,0
tx101546,25.4,11,1728.0,4,2.72,0
tx101547,24.32,18,504.0,0,4.86,0
tx101548,18.74,10,151.0,1,8.98,0
tx101549,25.11,15,86.0,1,4.71,0
tx101550,17.04,8,714.0,0,0.76,0
tx101551,43.71,10,1842.0,1,0.78,0
tx101552,42.0,8,38.0,0,3.21,0
tx101553,14.78,11,45.0,2,1.76,0
tx101554,19.5,20,378.0,0,1.59,0
tx101555,63.5,11,1245.0,0,5.23,0
tx101556,28.42,15,1866.0,2,3.78,0
tx101557,16.2,12,39.0,1,5.58,0
tx101558,38.88,21,1320.0,1,0.77,0
tx101559,17.99,1,1855.0,0,1.97,0
tx101560,23.63,21,612.0,2,0.58,0
tx101561,35.1,12,1896.0,1,1.63,0
tx101562,11.74,7,1314.0,1,1.67,0
tx101563,49.44,8,266.0,0,6.45,0
tx101564,26.33,23,1893.0,0,13.46,0
tx101565,92.92,18,1735.0,0,0.62,0
tx101566,21.88,9,1061.0,1,0.03,0
tx101567,42.81,13,417.0,2,0.1,0
tx101568,35.89,12,500.0,0,0.76,0
tx101569,32.95,8,579.0,1,4.61,0
tx101570,47.78,19,174.0,2,3.28,0
tx101571,41.5,17,1964.0,0,13.59,0
tx101572,20.03,10,1587.0,0,3.78,0
tx101573,62.97,16,35.0,2,0.32,0
tx101574,42.35,19,1572.0,3,1.63,0
tx101575,40.99,18,229.0,1,0.04,0
tx101576,28.52,9,1947.0,1,1.36,0
tx101577,15.35,18,1744.0,0,0.84,0
tx101578,39.17,19,876.0,0,3.02,0
tx101579,32.49,11,365.0,0,0.01,0
tx101580,23.99,19,136.0,1,2.55,0
tx101581,25.52,11,1390.0,0,3.97,0
tx101582,41.61,1,1532.0,0,4.8,0
tx101583,28.98,8,739.0,0,11.15,0
tx101584,30.51,7,217.0,0,1.55,0
tx101585,36.49,17,478.0,2,3.01,0
tx101586,9.07,6,852.0,0,5.41,0
tx101587,39.84,17,1463.0,2,14.89,0
tx101588,30.3,21,1322.0,2,1.79,0
tx101589,53.56,10,1312.0,1,0.7,0
tx101590,41.58,2,1043.0,1,0.51,0
tx101591,34.28,6,435.0,1,1.12,0
tx101592,27.68,17,1875.0,1,3.34,0
tx101593,71.4,19,1564.0,0,7.17,0
tx101594,19.52,20,468.0,1,7.74,0
tx101595,31.67,17,1668.0,1,8.28,0
tx101596,32.08,13,660.0,1,2.76,0
tx101597,38.32,20,1616.0,2,0.99,0
tx101598,58.15,16,1213.0,0,0.42,0
tx101599,1344.08,9,59.0,7,128.98,1
tx101600,23.76,13,1117.0,0,3.55,0
tx101601,33.19,0,1841.0,0,1.69,0
tx101602,53.58,12,674.0,1,9.25,0
tx101603,10.77,10,283.0,0,1.95,0
tx101604,37.0,11,213.0,1,8.58,0
tx101605,44.64,20,292.0,1,5.44,0
tx101606,50.29,9,729.0,1,0.19,0
tx101607,22.5,11,46.0,0,1.15,0
tx101608,33.49,10,1227.0,0,2.26,0
tx101609,25.42,21,270.0,1,3.9,0
tx101610,16.13,21,1058.0,3,8.32,0
tx101611,42.66,10,1451.0,1,3.62,0
tx101612,17.68,12,1002.0,1,6.4,0
tx101613,58.77,19,956.0,0,8.46,0
tx101614,35.19,20,1150.0,1,13.17,0
tx101615,24.27,16,1520.0,2,3.0,0
tx101616,31.21,13,1914.0,1,3.57,0
tx101617,13.18,14,1923.0,1,0.43,0
tx101618,13.84,12,811.0,1,3.27,0
tx101619,12.13,11,1432.0,1,1.7,0
tx101620,34.1,15,391.0,1,4.63,0
tx101621,32.89,7,1664.0,2,1.1,0
tx101622,58.65,14,373.0,0,5.26,0
tx101623,31.86,19,274.0,2,11.81,0
tx101624,42.59,16,474.0,0,0.88,0
tx101625,39.72,13,1900.0,0,5.85,0
tx101626,21.2,15,1701.0,0,3.09,0
tx101627,36.56,15,579.0,0,0.43,0
tx101628,24.24,21,127.0,0,12.89,0
tx101629,29.8,22,1182.0,0,1.76,0
tx101630,48.99,2,1074.0,3,0.33,0
tx101631,21.73,17,49.0,2,9.93,0
tx101632,41.7,10,1807.0,2,2.02,0
tx101633,161.95,2,13.0,5,131.93,1
tx101634,38.76,20,163.0,2,9.82,0
tx101635,42.2,2,1874.0,0,0.22,0
tx101636,46.64,22,219.0,0,4.77,0
tx101637,16.88,12,1691.0,0,16.08,0
tx101638,28.27,10,1279.0,1,13.87,0
tx101639,21.42,23,1781.0,1,0.65,0
tx101640,32.8,20,784.0,0,2.61,0
tx101641,520.88,3,35.0,9,8.89,1
tx101642,42.21,6,934.0,3,4.88,0
tx101643,49.33,20,1661.0,1,22.79,0
tx101644,42.57,10,328.0,1,0.77,0
tx101645,31.25,10,1796.0,2,0.52,0
tx101646,40.19,18,1297.0,0,10.99,0
tx101647,13.19,12,528.0,1,5.43,0
tx101648,77.81,6,1390.0,0,7.59,0
tx101649,9.61,7,1040.0,0,3.4,0
tx101650,26.04,8,416.0,1,0.17,0
tx101651,17.52,17,1405.0,0,5.84,0
tx101652,17.85,11,1332.0,2,2.56,0
tx101653,99.29,19,691.0,2,9.08,0
tx101654,36.48,21,176.0,3,2.28,0
tx101655,19.35,1,623.0,0,0.85,0
tx101656,43.83,21,586.0,1,2.75,0
tx101657,11.46,16,993.0,1,0.67,0
tx101658,51.0,14,453.0,3,1.4,0
tx101659,38.65,18,1694.0,0,6.29,0
tx101660,167.36,17,34.0,4,68.96,1
tx101661,43.87,17,1033.0,1,0.82,0
tx101662,93.85,13,179.0,1,10.25,0
tx101663,14.63,15,634.0,1,9.25,0
tx101664,10.94,11,407.0,0,3.26,0
tx101665,28.3,8,1631.0,0,1.88,0
tx101666,30.22,14,1182.0,1,9.76,0
tx101667,39.94,9,1141.0,1,11.92,0
tx101668,14.13,20,1993.0,1,0.43,0
tx101669,50.25,8,682.0,2,6.82,0
tx101670,26.51,17,977.0,1,17.46,0
tx101671,14.48,18,405.0,0,0.62,0
tx101672,14.45,10,52.0,3,25.2,0
tx101673,25.28,16,1932.0,1,4.04,0
tx101674,16.27,9,681.0,2,5.59,0
tx101675,51.28,18,848.0,3,8.65,0
tx101676,43.28,21,1772.0,1,0.59,0
tx101677,68.73,8,1442.0,1,1.33,0
tx101678,38.26,9,864.0,3,17.9,0
tx101679,521.54,13,30.0,8,156.42,1
tx101680,31.82,20,122.0,2,7.14,0
tx101681,49.61,17,1032.0,1,1.11,0
tx101682,57.25,20,1250.0,0,1.26,0
tx101683,95.08,12,409.0,2,12.04,0
tx101684,14.32,19,560.0,1,1.48,0
tx101685,17.82,1,726.0,0,3.99,0
tx101686,23.19,19,1599.0,1,3.87,0
tx101687,54.46,16,1364.0,1,12.91,0
tx101688,33.83,10,462.0,0,1.15,0
tx101689,694.41,3,46.0,3,187.33,1
tx101690,34.79,8,766.0,1,4.5,0
tx101691,20.54,12,1225.0,0,1.41,0
tx101692,40.35,21,1054.0,0,3.96,0
tx101693,28.67,19,858.0,1,7.94,0
tx101694,48.6,1,1947.0,1,2.48,0
tx101695,41.89,7,1177.0,0,0.62,0
tx101696,43.02,11,636.0,2,3.84,0
tx101697,7.42,17,1800.0,0,8.9,0
tx101698,33.37,11,1579.0,1,4.07,0
tx101699,13.65,9,1321.0,2,7.23,0
tx101700,48.1,15,1318.0,3,0.0,0
tx101701,35.49,7,580.0,1,2.06,0
tx101702,19.09,9,100.0,1,5.07,0
tx101703,49.46,15,100.0,0,0.8,0
tx101704,72.53,22,137.0,2,3.64,0
tx101705,7.34,8,764.0,0,0.01,0
tx101706,29.28,13,479.0,2,10.87,0
tx101707,30.81,16,474.0,3,5.73,0
tx101708,22.21,6,1791.0,0,0.69,0
tx101709,72.33,11,1188.0,1,4.19,0
tx101710,37.33,18,1821.0,1,1.68,0
tx101711,13.08,18,1947.0,0,1.68,0
tx101712,52.55,18,1542.0,1,5.01,0
tx101713,9.61,21,1149.0,3,1.54,0
tx101714,47.61,19,406.0,2,4.49,0
tx101715,37.23,9,509.0,2,1.04,0
tx101716,42.42,17,1092.0,2,0.84,0
tx101717,62.9,19,1183.0,2,16.33,0
tx101718,92.69,7,1009.0,0,0.9,0
tx101719,33.69,8,1208.0,0,5.48,0
tx101720,19.76,12,1450.0,0,8.93,0
tx101721,33.78,12,1965.0,2,4.76,0
tx101722,114.19,16,137.0,0,3.0,0
tx101723,67.86,19,1935.0,0,1.52,0
tx101724,9.15,9,1602.0,1,12.26,0
tx101725,32.44,18,1227.0,1,6.2,0
tx101726,21.2,13,758.0,3,3.5,0
tx101727,27.22,16,974.0,1,5.58,0
tx101728,54.41,10,1070.0,1,1.33,0
tx101729,18.89,2,1608.0,2,7.21,0
tx101730,47.13,19,1400.0,1,9.42,0
tx101731,30.99,20,151.0,0,1.76,0
tx101732,89.33,15,1844.0,0,4.75,0
tx101733,25.73,13,370.0,1,1.99,0
tx101734,36.74,15,801.0,1,6.45,0
tx101735,53.93,17,1547.0,1,1.86,0
tx101736,22.99,11,1269.0,2,0.36,0
tx101737,40.13,15,105.0,0,2.4,0
tx101738,45.93,20,518.0,1,2.76,0
tx101739,66.36,15,1724.0,0,3.26,0
tx101740,44.79,11,1067.0,1,1.12,0
tx101741,18.7,11,1167.0,3,0.33,0
tx101742,32.18,18,564.0,1,16.67,0
tx101743,39.17,4,1737.0,1,2.64,0
tx101744,13.25,20,885.0,2,1.0,0
tx101745,41.03,19,1776.0,0,1.15,0
tx101746,20.66,18,1267.0,1,3.74,0
tx101747,26.35,13,174.0,1,0.81,0
tx101748,28.24,9,930.0,1,0.29,0
tx101749,10.11,10,928.0,1,0.25,0
tx101750,36.15,17,802.0,1,5.28,0
tx101751,25.1,1,1767.0,1,1.43,0
tx101752,31.67,12,37.0,0,0.69,0
tx101753,56.75,17,340.0,0,1.93,0
tx101754,32.35,9,1007.0,0,11.94,0
tx101755,60.29,19,382.0,2,15.52,0
tx101756,11.66,8,1181.0,2,0.31,0
tx101757,38.73,10,1678.0,0,2.08,0
tx101758,38.18,19,1569.0,0,3.58,0
tx101759,37.81,9,1549.0,1,1.63,0
tx101760,8.1,18,1873.0,1,1.41,0
tx101761,31.77,4,1389.0,0,3.22,0
tx101762,53.82,10,1870.0,1,17.21,0
tx101763,9.9,19,1241.0,0,1.2,0
tx101764,14.78,9,1505.0,1,1.87,0
tx101765,58.24,15,1389.0,2,6.4,0
tx101766,41.81,1,1252.0,0,2.07,0
tx101767,27.72,18,853.0,0,1.42,0
tx101768,29.65,17,1031.0,0,1.2,0
tx101769,8.22,14,1690.0,0,6.17,0
tx101770,34.24,18,1209.0,0,2.28,0
tx101771,9.64,3,1209.0,1,2.4,0
tx101772,42.66,18,725.0,2,19.27,0
tx101773,15.42,18,233.0,1,0.97,0
tx101774,26.72,8,1705.0,0,3.92,0
tx101775,5.54,14,1406.0,1,10.28,0
tx101776,22.34,19,1990.0,1,5.25,0
